callsid,tonality_variations,call_date,call_duration_sec,non_human_like_voice_instances,asr_errors,incorrect_responses,repetition_by_bot,interruption_handling_error,hallucination_error,high_response_time_flag,bot_followed_script_flag,fatal_student_identified_ai,fatal_ai_off_script,fatal_call_others,call_outcome,introduction_correct_flag,qualification_executed_flag,preference_executed_flag,closing_correct_flag,comments
CALL_0002000,1,2025-11-26,40,0,0,0,0,0,0,False,True,False,False,False,NA,True,False,True,False,"Good flow, minor ASR glitch."
CALL_0002001,2,2025-11-22,212,0,1,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,"Good flow, minor ASR glitch."
CALL_0002002,2,2025-11-22,151,1,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,True,
CALL_0002003,1,2025-11-10,245,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002004,3,2025-11-25,13,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002005,2,2025-11-14,199,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002006,3,2025-11-19,28,2,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0002007,2,2025-11-26,81,0,0,0,0,0,0,True,False,False,False,False,Warm,True,False,True,True,
CALL_0002008,2,2025-11-20,242,0,0,0,0,0,0,True,False,False,False,False,NA,True,False,True,True,Flat voice; empathy missed.
CALL_0002009,2,2025-11-24,30,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,Flat voice; empathy missed.
CALL_0002010,2,2025-11-01,189,2,0,0,0,0,0,False,True,False,False,False,Converted,True,False,True,False,
CALL_0002011,3,2025-11-22,12,0,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,True,True,True,
CALL_0002012,1,2025-11-29,126,0,0,0,0,0,0,False,True,False,False,False,Converted,False,True,True,True,
CALL_0002013,1,2025-11-30,73,2,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0002014,2,2025-11-01,116,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002015,2,2025-11-18,221,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,False,
CALL_0002016,1,2025-11-02,22,0,1,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0002017,1,2025-11-14,21,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,True,
CALL_0002018,2,2025-11-15,17,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002019,2,2025-11-11,229,0,0,0,0,0,0,True,False,False,False,False,Cold,True,True,True,True,
CALL_0002020,1,2025-11-15,125,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002021,2,2025-11-09,8,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0002022,1,2025-11-23,29,2,1,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0002023,1,2025-11-19,71,1,0,0,0,0,0,False,True,False,False,False,Warm,False,False,False,True,
CALL_0002024,1,2025-11-09,21,0,0,0,0,0,0,False,True,False,False,False,Warm,False,True,True,True,Script followed but closing weak.
CALL_0002025,0,2025-11-09,178,1,0,0,0,0,0,True,True,False,False,False,Cold,True,False,False,True,"Good flow, minor ASR glitch."
CALL_0002026,4,2025-11-08,6,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,High response time observed.
CALL_0002027,3,2025-11-22,14,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002028,1,2025-11-14,6,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002029,2,2025-11-19,7,0,0,0,0,0,0,True,True,False,False,False,NA,True,False,False,True,
CALL_0002030,1,2025-11-16,29,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0002031,4,2025-11-07,188,0,0,0,0,0,0,False,False,False,False,False,NA,True,False,False,True,High response time observed.
CALL_0002032,0,2025-11-30,44,2,0,0,0,0,0,True,False,False,False,False,Cold,True,True,False,False,
CALL_0002033,3,2025-11-19,85,1,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0002034,0,2025-11-29,23,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002035,1,2025-11-23,179,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,False,
CALL_0002036,1,2025-11-18,111,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,Non-human voice detected.
CALL_0002037,1,2025-11-23,163,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002038,2,2025-11-27,11,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,
CALL_0002039,3,2025-12-01,27,1,0,0,0,0,0,False,True,False,False,False,NA,False,True,True,True,
CALL_0002040,2,2025-11-12,18,1,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,False,
CALL_0002041,0,2025-11-16,176,0,1,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0002042,1,2025-11-20,146,1,0,0,0,0,0,False,False,False,False,False,NA,True,True,True,False,
CALL_0002043,0,2025-11-23,20,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0002044,1,2025-11-12,7,2,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002045,1,2025-11-29,181,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Non-human voice detected.
CALL_0002046,1,2025-11-13,22,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,
CALL_0002047,1,2025-11-22,22,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,False,False,
CALL_0002048,3,2025-11-13,22,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,"Good flow, minor ASR glitch."
CALL_0002049,0,2025-11-02,141,0,0,0,0,0,0,False,True,False,False,False,NA,False,True,True,True,
CALL_0002050,2,2025-11-14,23,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0002051,2,2025-11-11,118,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0002052,1,2025-11-16,87,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,Student requested callback.
CALL_0002053,2,2025-11-22,196,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,False,
CALL_0002054,0,2025-11-04,169,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002055,4,2025-11-06,20,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0002056,0,2025-11-30,14,1,0,0,0,1,0,False,True,False,False,False,Cold,False,True,False,False,Script followed but closing weak.
CALL_0002057,1,2025-11-10,119,0,1,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,Student requested callback.
CALL_0002058,1,2025-11-22,6,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002059,1,2025-11-08,50,0,1,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002060,2,2025-11-03,10,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,Non-human voice detected.
CALL_0002061,2,2025-11-24,206,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,Student requested callback.
CALL_0002062,1,2025-12-01,5,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002063,2,2025-11-28,20,2,0,0,0,0,0,False,False,False,False,False,NA,True,True,True,True,
CALL_0002064,2,2025-11-01,154,0,0,0,0,0,0,False,False,False,False,False,NA,True,True,False,False,
CALL_0002065,2,2025-11-07,104,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002066,2,2025-11-12,208,0,0,0,0,0,0,True,False,False,False,False,NA,True,True,True,False,
CALL_0002067,2,2025-11-19,187,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,Script followed but closing weak.
CALL_0002068,0,2025-12-01,277,0,0,0,0,0,0,True,False,False,False,False,Cold,True,True,True,True,High response time observed.
CALL_0002069,4,2025-11-12,56,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,True,
CALL_0002070,0,2025-11-02,160,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0002071,3,2025-11-19,134,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0002072,2,2025-11-25,189,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002073,2,2025-11-28,166,0,0,0,0,0,0,False,False,False,False,False,Cold,False,True,False,True,
CALL_0002074,2,2025-11-01,30,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,False,
CALL_0002075,2,2025-11-03,167,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002076,3,2025-11-02,10,1,0,1,0,0,0,False,True,False,False,False,Cold,True,True,False,True,Flat voice; empathy missed.
CALL_0002077,1,2025-11-05,35,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,Non-human voice detected.
CALL_0002078,1,2025-11-15,24,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0002079,0,2025-11-06,192,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002080,2,2025-11-08,119,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,True,Non-human voice detected.
CALL_0002081,1,2025-11-04,11,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002082,3,2025-11-14,82,1,1,0,0,0,0,True,True,False,False,False,Hot,True,True,True,True,Non-human voice detected.
CALL_0002083,1,2025-12-01,110,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0002084,2,2025-12-01,116,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,False,
CALL_0002085,2,2025-11-28,132,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,False,True,Hallucination: incorrect info given.
CALL_0002086,1,2025-11-01,14,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,False,Student requested callback.
CALL_0002087,0,2025-11-16,39,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002088,0,2025-11-15,211,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,False,Hallucination: incorrect info given.
CALL_0002089,3,2025-11-11,215,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002090,1,2025-11-13,101,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002091,2,2025-11-25,39,0,0,0,1,0,0,False,False,False,False,False,Cold,True,True,True,True,Flat voice; empathy missed.
CALL_0002092,1,2025-11-24,15,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,False,
CALL_0002093,3,2025-11-17,23,0,0,0,0,0,0,False,True,False,False,False,NA,True,False,True,True,
CALL_0002094,1,2025-11-25,175,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002095,1,2025-11-23,224,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002096,2,2025-11-05,17,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,Non-human voice detected.
CALL_0002097,3,2025-11-14,10,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,Script followed but closing weak.
CALL_0002098,2,2025-11-04,20,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002099,1,2025-11-26,33,1,0,0,0,0,0,False,True,False,False,False,NA,True,False,False,True,
CALL_0002100,3,2025-11-07,125,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002101,3,2025-11-29,30,3,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002102,1,2025-12-01,191,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002103,0,2025-11-06,70,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,
CALL_0002104,1,2025-11-13,156,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,True,Bot repeated the same line twice.
CALL_0002105,2,2025-11-27,10,0,0,0,0,0,0,False,False,False,False,False,Converted,True,True,True,True,
CALL_0002106,2,2025-11-11,72,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002107,3,2025-11-17,14,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,"Good flow, minor ASR glitch."
CALL_0002108,1,2025-11-17,108,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002109,2,2025-11-23,187,1,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,False,
CALL_0002110,2,2025-11-12,109,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,Hallucination: incorrect info given.
CALL_0002111,1,2025-11-07,99,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002112,1,2025-11-16,115,3,0,0,1,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0002113,2,2025-11-19,137,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,True,
CALL_0002114,1,2025-11-09,5,0,1,0,0,0,0,False,False,False,False,False,Callback Requested,True,True,False,True,
CALL_0002115,2,2025-11-08,25,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,False,True,
CALL_0002116,1,2025-11-07,162,0,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0002117,0,2025-11-30,149,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,
CALL_0002118,3,2025-11-26,18,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0002119,2,2025-11-07,209,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002120,0,2025-11-27,147,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002121,1,2025-11-15,20,1,0,0,0,0,0,False,False,False,False,False,Cold,False,True,False,True,
CALL_0002122,3,2025-11-07,9,0,0,0,0,0,0,False,True,False,False,False,NA,False,True,True,True,Script followed but closing weak.
CALL_0002123,2,2025-11-05,199,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,False,True,
CALL_0002124,1,2025-11-16,35,1,0,0,0,0,0,False,True,False,False,False,Converted,True,False,True,False,
CALL_0002125,2,2025-12-01,20,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002126,2,2025-12-01,112,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,False,
CALL_0002127,3,2025-11-13,21,0,0,0,0,0,0,True,True,False,False,False,Cold,True,False,True,True,
CALL_0002128,1,2025-12-01,7,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002129,1,2025-11-29,28,1,0,0,0,0,0,True,True,False,False,False,Cold,True,False,False,True,Student requested callback.
CALL_0002130,2,2025-11-20,240,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,False,
CALL_0002131,1,2025-11-16,126,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0002132,1,2025-11-16,184,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002133,2,2025-11-09,42,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002134,1,2025-11-07,142,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,False,True,
CALL_0002135,3,2025-11-26,107,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Bot repeated the same line twice.
CALL_0002136,2,2025-11-24,79,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0002137,3,2025-11-16,16,1,0,0,0,0,0,False,True,False,False,False,Hot,False,True,False,False,
CALL_0002138,1,2025-11-04,50,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,
CALL_0002139,1,2025-11-13,160,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,False,Bot repeated the same line twice.
CALL_0002140,2,2025-11-01,179,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,True,
CALL_0002141,1,2025-11-20,216,1,0,0,0,0,0,False,True,False,False,False,Converted,True,False,True,False,
CALL_0002142,5,2025-11-26,124,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002143,0,2025-11-16,113,2,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002144,1,2025-11-25,13,1,0,0,0,0,0,True,False,False,False,False,Callback Requested,False,True,True,True,Bot repeated the same line twice.
CALL_0002145,1,2025-11-01,5,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002146,0,2025-11-22,81,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,False,
CALL_0002147,3,2025-12-01,212,0,0,0,1,0,0,False,False,False,False,False,Cold,True,False,True,True,
CALL_0002148,2,2025-11-19,65,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002149,3,2025-11-15,15,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002150,0,2025-11-07,203,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,False,
CALL_0002151,1,2025-11-19,10,1,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,False,
CALL_0002152,2,2025-11-16,130,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,False,
CALL_0002153,4,2025-11-24,6,1,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,False,False,True,High response time observed.
CALL_0002154,2,2025-11-08,14,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002155,4,2025-11-10,130,2,0,0,0,0,0,False,True,False,False,False,Callback Requested,False,True,True,True,
CALL_0002156,1,2025-11-17,148,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,"Good flow, minor ASR glitch."
CALL_0002157,3,2025-11-02,7,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002158,1,2025-11-16,159,0,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,False,True,False,
CALL_0002159,1,2025-11-24,19,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002160,1,2025-11-07,97,2,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002161,2,2025-11-07,23,0,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,"Good flow, minor ASR glitch."
CALL_0002162,1,2025-11-03,30,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,Bot repeated the same line twice.
CALL_0002163,3,2025-11-09,16,1,0,0,0,0,0,True,True,False,False,False,Cold,True,False,True,True,
CALL_0002164,2,2025-11-10,84,0,0,0,0,0,0,False,False,False,False,False,Cold,False,True,False,True,High response time observed.
CALL_0002165,1,2025-11-04,133,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002166,1,2025-11-28,188,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,
CALL_0002167,3,2025-11-26,143,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,Student requested callback.
CALL_0002168,2,2025-11-21,23,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,False,
CALL_0002169,2,2025-11-17,162,0,0,0,0,0,0,False,False,True,False,False,Converted,True,True,True,False,
CALL_0002170,1,2025-11-15,7,0,0,0,0,0,0,True,False,False,False,False,Cold,True,False,True,True,
CALL_0002171,0,2025-11-07,141,1,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,
CALL_0002172,1,2025-11-11,179,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002173,4,2025-12-01,22,0,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,False,
CALL_0002174,2,2025-11-04,23,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,False,False,
CALL_0002175,0,2025-11-10,30,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002176,1,2025-11-10,6,0,0,0,0,0,0,False,True,False,False,False,Converted,False,True,False,True,
CALL_0002177,1,2025-11-21,108,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,False,
CALL_0002178,2,2025-11-20,19,1,0,0,0,0,0,True,True,False,False,False,Callback Requested,True,True,False,True,
CALL_0002179,1,2025-11-02,91,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002180,0,2025-11-19,22,1,0,0,0,0,0,False,True,False,False,False,Converted,True,False,True,False,
CALL_0002181,2,2025-11-21,119,1,0,0,0,0,0,False,True,False,False,False,NA,True,True,True,True,Student requested callback.
CALL_0002182,2,2025-11-08,71,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002183,0,2025-11-09,123,2,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,False,True,True,Bot repeated the same line twice.
CALL_0002184,1,2025-11-08,89,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0002185,2,2025-11-05,213,0,0,0,0,0,0,True,True,False,False,False,Cold,True,False,True,True,
CALL_0002186,2,2025-11-16,122,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002187,2,2025-11-19,29,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,True,
CALL_0002188,2,2025-11-11,27,3,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002189,1,2025-11-06,205,0,0,0,1,0,0,False,False,False,False,False,Cold,True,True,True,False,Flat voice; empathy missed.
CALL_0002190,2,2025-11-23,150,1,0,0,0,0,0,False,True,False,False,False,Cold,False,True,False,True,
CALL_0002191,1,2025-11-10,9,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,True,
CALL_0002192,1,2025-11-16,185,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,True,Hallucination: incorrect info given.
CALL_0002193,2,2025-11-16,119,1,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002194,1,2025-11-15,52,1,0,0,0,0,0,False,False,False,False,False,Warm,True,False,True,True,
CALL_0002195,1,2025-11-15,181,0,0,0,0,0,0,False,False,False,False,False,Converted,True,False,False,True,
CALL_0002196,2,2025-11-02,11,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,False,True,
CALL_0002197,3,2025-11-22,81,0,0,0,0,0,0,False,False,False,False,False,Warm,True,True,True,True,Hallucination: incorrect info given.
CALL_0002198,2,2025-11-15,140,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002199,2,2025-11-16,120,0,0,0,0,0,0,False,True,False,False,False,Cold,False,False,True,False,
CALL_0002200,5,2025-11-21,8,1,0,0,2,0,0,False,True,False,False,False,NA,True,True,False,True,
CALL_0002201,1,2025-11-07,145,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002202,0,2025-11-15,152,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,Non-human voice detected.
CALL_0002203,3,2025-11-13,28,0,0,0,0,0,0,True,True,False,False,False,Callback Requested,True,True,False,True,
CALL_0002204,1,2025-11-21,214,1,0,0,0,1,0,False,True,False,False,False,Callback Requested,False,True,False,True,
CALL_0002205,0,2025-11-17,9,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,False,
CALL_0002206,1,2025-11-02,170,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002207,2,2025-11-27,21,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002208,1,2025-11-29,103,1,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002209,3,2025-11-19,14,1,0,0,0,0,0,False,True,False,False,False,NA,True,True,False,True,
CALL_0002210,3,2025-12-01,61,0,1,0,0,2,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002211,2,2025-11-26,5,2,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,False,
CALL_0002212,3,2025-11-07,17,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,True,True,
CALL_0002213,1,2025-11-29,6,2,2,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,
CALL_0002214,1,2025-11-29,28,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,
CALL_0002215,2,2025-11-15,101,1,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002216,2,2025-11-21,11,0,0,0,0,0,0,False,False,False,False,False,Callback Requested,True,False,True,True,
CALL_0002217,2,2025-11-27,30,0,0,0,0,0,0,False,True,False,False,False,Converted,True,True,False,False,Hallucination: incorrect info given.
CALL_0002218,2,2025-11-21,137,0,0,0,0,0,0,False,False,False,False,False,Cold,True,False,False,True,
CALL_0002219,3,2025-11-15,121,1,0,1,0,0,0,False,True,False,False,False,Cold,True,False,False,False,
CALL_0002220,0,2025-11-30,155,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,High response time observed.
CALL_0002221,2,2025-11-17,9,0,0,0,0,0,0,False,True,False,False,False,Warm,True,True,True,False,
CALL_0002222,2,2025-11-30,69,1,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,
CALL_0002223,4,2025-11-03,215,0,1,0,0,0,0,False,False,False,False,False,Callback Requested,True,True,False,False,
CALL_0002224,2,2025-11-23,85,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002225,1,2025-11-17,133,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,False,True,
CALL_0002226,3,2025-11-05,19,1,0,0,0,0,0,True,False,False,False,False,Cold,True,True,True,True,
CALL_0002227,0,2025-11-26,58,0,0,0,0,0,0,True,True,False,False,False,Callback Requested,True,True,True,True,
CALL_0002228,1,2025-11-18,241,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,True,False,
CALL_0002229,1,2025-11-23,16,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002230,0,2025-11-28,28,0,0,0,0,0,0,False,False,False,False,False,Cold,True,True,True,True,Hallucination: incorrect info given.
CALL_0002231,2,2025-11-30,235,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,True,True,Non-human voice detected.
CALL_0002232,3,2025-11-07,22,0,0,0,0,0,0,True,True,False,False,False,Cold,True,True,True,True,
CALL_0002233,2,2025-11-16,151,0,0,2,0,0,0,True,True,False,False,True,Cold,True,False,False,False,Flat voice; empathy missed.
CALL_0002234,0,2025-11-17,62,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,False,True,True,Student requested callback.
CALL_0002235,2,2025-11-18,21,3,0,0,0,0,0,False,True,False,False,False,Cold,False,True,True,True,
CALL_0002236,1,2025-11-08,87,2,0,0,0,0,0,False,True,False,False,False,Converted,True,True,True,True,
CALL_0002237,2,2025-11-15,9,0,0,0,0,0,0,False,True,False,False,False,Callback Requested,True,True,False,True,
CALL_0002238,2,2025-11-24,22,1,0,0,0,0,0,False,True,False,False,False,Warm,True,False,True,True,
CALL_0002239,2,2025-11-30,28,0,0,0,0,0,0,False,True,False,False,False,Cold,True,False,True,True,
CALL_0002240,3,2025-11-13,13,0,0,1,0,0,0,True,True,False,False,False,Cold,True,True,True,False,
CALL_0002241,2,2025-11-02,17,0,0,0,0,0,0,False,True,False,False,False,Cold,True,True,False,True,
CALL_0002242,1,2025-11-11,12,0,0,0,0,0,0,False,True,False,False,False,Hot,True,True,False,True,
CALL_0002243,1,2025-11-21,30,0,0,0,1,0,0,False,True,False,False,False,Cold,False,False,False,False,
